Institution_OrgUEINum_C,Sum,Count,Institution_Name_C
KEXVZ79F9UU9,27966191.0,53,University of Hawaii at Hilo
ERBJF4DMW6G4,19437771.0,53,Toyota Technological Institute at Chicago
DZLTJ59VMX17,16064271.0,53,Furman University
MYR7QGXJF3J5,13684260.0,52,Davidson College
DBP4N9GHCA14,12442949.0,52,University of Arkansas Little Rock
JXJJHFBDBLD5,12144851.0,52,Lewis and Clark College
VADVPKVXRVW3,9253257.0,52,Colorado College
WBLRF8Z4BEF6,9477077.0,51,Indiana State University
HH1NQ1B5MPV3,15222022.0,51,Marshall University Research Corporation
G9H6SUM59YC4,18163200.0,50,Health Research Incorporated/New York State Department of Health
YZJ6DKPM4W63,24572605.0,50,University of Texas Southwestern Medical Center
WMEEHCAPGR65,23305044.0,50,Bowie State University
NML9QD5ZL2F6,12307037.0,50,Kenyon College
NNJ6BMBTFGN5,54577783.0,50,The Salk Institute for Biological Studies
LCYLGVGSEQE3,16611633.0,49,Seattle University
N4WWJC8T2593,18668002.0,49,"AUGUSTA UNIVERSITY RESEARCH INSTITUTE, INC."
NRFXPGZU88G2,11556795.0,49,Grinnell College
MJCLFGKGULP5,10209010.0,49,Texas Christian University
Clark University,3855300.0,49,Clark University
GWSXAJZALU69,35067571.0,48,Kentucky Community & Technical College System
LJGZZLEEMG63,12349589.0,48,West Chester University of Pennsylvania
"Nevada System of Higher Education, Desert Research Institute",9483847.0,48,"Nevada System of Higher Education, Desert Research Institute"
DN8YL963MRP5,7910805.0,48,Franklin W. Olin College of Engineering
PJ66MZ7MFZ16,32817518.0,48,Chicago State University
HYYJJ5ZP7CR9,30445807.0,48,Texas Southern University
SVZSJHR2A4T6,12680970.0,48,New York Institute of Technology
PB11V1KH3KV4,14564532.0,48,Southwest Research Institute
University of Louisville Research Foundation Inc,11127610.0,47,University of Louisville Research Foundation Inc
YRLVBH8FJ9L6,18601654.0,47,American Association of Physics Teachers
DBRGTD7EY3M1,7302666.0,47,Ecological Society of America
MBAQJTF7VBX3,12305926.0,47,Western Kentucky University Research Foundation
FRCKHD9EKUY9,17539461.0,47,Texas A&M University-Commerce
MQSXELH2KMB6,14092635.0,47,Loyola Marymount University
YNT8TCJH8FQ8,19989361.0,46,Joan and Sanford I. Weill Medical College of Cornell University
FL8UNYTG72D1,44541614.0,46,"J. Craig Venter Institute, Inc."
L45FLFHWMGQ9,14015996.0,46,Claremont McKenna College
TQCJUED1WEF9,35830906.0,46,Gallaudet University
CL7KJX2VFHS9,24476234.0,46,Missouri State University
KAQDBUUAYKM8,14681632.0,46,Siena College
C8H9CNG1VBD9,15438825.0,46,Icahn School of Medicine at Mount Sinai
EJJNKBKEKNW7,11423129.0,46,Department of Army Cold Regions Research & Engineering Lab
H9TECNLDPD79,15248923.0,46,Augsburg University
DCYNUU4E7Q66,11621162.0,46,University of Wisconsin-Oshkosh
DJ4KNQ383PH7,26140343.0,46,General Services Administration
DLJWLMSNK627,29985489.0,45,Alabama State University
DLV5DEVHGF38,10637561.0,45,SUNY College at Oswego
H6D6JMXJXDE6,53833891.0,45,University of Connecticut Health Center
WWMNNVBUMJX9,6984611.0,45,American Meteorological Society
RG7YYBN8C835,10254579.0,45,Trinity College
FRPTLUW7GQS5,14019529.0,45,Atmospheric and Environmental Research Inc
MHM6MGJFANE7,11776339.0,45,University of North Florida
GEXJV1ZLVDM8,36828920.0,45,"California State University, East Bay Foundation, Inc."
Florida International University,8449516.0,45,Florida International University
EA2TGNNYQZ36,8924947.0,44,University of San Francisco
K2DDAS2E6DP7,12194649.0,44,Skidmore College
V66KTME156Z3,12108612.0,44,Hobart and William Smith Colleges
UQ7FBRE34HS5,33788601.0,44,New York Hall of Science
D3JBDRXT82B5,3521930.0,44,American Statistical Association
Miami University,8504620.0,43,Miami University
SPDKFDPD3BL3,13735669.0,43,Rocky Mountain Biological Laboratory
Q6VQBGLLB2J4,9400201.0,42,Valparaiso University
K5XLJ6KZHAC1,11312865.0,42,Decision Science Research Institute
EUYXHRL5MLL3,20516996.0,42,Research Foundation CUNY - Advanced Science Research Center
MEYGUN6CCN16,10292732.0,42,Lamar University
ENCFSMNC3PT1,10508742.0,42,Florida Gulf Coast University
LLABHNB9ABM4,80635126.0,42,University of Puerto Rico
EDSUH7KMJE91,17613568.0,42,University Corporation at Monterey Bay
M2LKLDMLETD5,13286233.0,42,University of the Pacific
VKZLFK6M5DD3,29825945.0,42,Virginia State University
MQE2JHHJW9Q8,17216953.0,42,University of Massachusetts Medical School
KCBXMSFGQGY3,16792609.0,42,SPACE SCIENCE INSTITUTE
CYVTGB56VQJ7,12364757.0,42,Chicago Horticultural Society
MWEPWP3T6XL5,18497424.0,42,California State University-Dominguez Hills Foundation
UKB4JJ1M1647,13531960.0,41,Los Angeles County Museum of Natural History Foundation
FMBEN7W54M58,36016287.0,41,Science Museum of Minnesota
NZNYW9KAVYZ3,12138263.0,41,National Institutes of Health (NIH/OD/OER)
Q1G9U7V3Q8C7,44893062.0,41,Salish Kootenai College
M5SZJ6VHUHN8,30583783.0,41,New York University Medical Center
SQ6VAWQ7YSZ4,20313577.0,40,Texas A&M University-Kingsville
JKB8Q2AGCDD4,19493504.0,40,Sinclair Community College
D9KPSNLHD9J5,8062896.0,40,Coastal Carolina University
GZ6NCMJFL6R4,14243855.0,40,Sonoma State University
DJPXLZAE9931,17224771.0,40,Sam Houston State University
MR73WF5SHRW4,14660291.0,40,Northeastern Illinois University
New Jersey Institute of Technology,8997581.0,40,New Jersey Institute of Technology
L1A3LW734P89,14230146.0,40,Lowell Observatory
S3GMKS8ELA16,10388872.0,40,"University of Texas, M.D. Anderson Cancer Center"
LM61PK5X7HK9,8067833.0,39,Gettysburg College
CUNY City College,11978125.0,39,CUNY City College
LHC2S92MXG63,12874317.0,39,Murray State University
KMZBB7SJBP72,560575588.0,39,"Consortium for Ocean Leadership, Inc"
LBDSJ1GSKJY1,13055182.0,39,Willamette University
Q2LKTLYJM4P8,12693965.0,39,University of Georgia
YYFJATK1HMJ7,9607429.0,38,University of Alaska Southeast Juneau Campus
QNAVQDR2HN55,10441456.0,38,Long Island University
MN2YF7KQHHJ5,7577717.0,38,Whitman College
RD74AUNCTZJ1,12786327.0,38,University of Houston - Clear Lake
YA8LJBJCND19,7171001.0,38,Aerospace Corporation
XTD7KKHEJFL1,16882487.0,38,Fayetteville State University
U6CKP43FKKE7,7132538.0,38,College of Wooster
N4VMYQADDKP5,42479937.0,38,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY
DTBBEX8V3F26,6943266.0,38,Denison University
C8NYZX82ZAZ1,1138439.0,38,Minerals Metals & Materials Society
R5YNEHC2NA98,10024535.0,37,"Minnesota State University, Mankato"
TUMCX1C2C4B3,21514002.0,37,New Mexico Consortium
E557HM9TKJ17,7916248.0,37,University of Central Arkansas
Y738A5L1B3V1,21321725.0,36,Pace University New York Campus
NNJRWRJK1SF4,13160214.0,36,Millersville University
DZEBKFRD1ZN6,36814621.0,36,INTERNET2
LKHPGEDCJW34,13534681.0,36,American Mathematical Society
Skidaway Institute of Oceanography,11848389.0,36,Skidaway Institute of Oceanography
N9MQEQFXK6C5,6330157.0,36,Paleontological Research Institute
MSVHQKG44VN5,5975233.0,36,Washington and Lee University
LHGDNJMZ64Y1,16974425.0,35,Rockefeller University
WU6LEXX7KD81,7632894.0,35,University of West Georgia
LX38ZHATFGN5,10009804.0,35,University of North Carolina at Asheville
International Cooperative Administrative Support Services,1558703.0,35,International Cooperative Administrative Support Services
LWLJAPATKEL8,94489092.0,35,Mathematical Sciences Research Institute
University of Alaska Anchorage Campus,7944958.0,35,University of Alaska Anchorage Campus
VPWMMPGGPJ74,7355843.0,35,Universities Space Research Association
LVDJS9UYPLD4,12986552.0,35,Fort Valley State University
RY78VSF6P4G3,11701840.0,35,Regents of the University of Michigan - Dearborn
Field Museum of Natural History,6479970.0,35,Field Museum of Natural History
V5D6CC6CVHJ7,9075505.0,35,Ursinus College
NE3ERK2DCKT5,5677869.0,35,Gustavus Adolphus College
CGJ6NG31PRJ5,8292349.0,35,Allegheny College
DA1EFNZJ5D29,44396981.0,35,BSCS Science Learning
D7Q8JLAJU3M4,12522153.0,35,University of Houston - Downtown
J7MLUBQMXRD1,12567646.0,34,Stroud Water Research Center
Z6WLZ6RDFDM7,6742648.0,34,Hamilton College
K2QMZUVDPKW1,14714855.0,34,Elizabeth City State University
WNNAKXZMJZK8,376857.0,34,Society for Integrative and Comparative Biology
WUHNDWEE8WB7,19981173.0,34,Savannah State University
J1B5PBG573T1,9514987.0,33,Alfred University
X12XPMN4EJL3,7442445.0,33,Connecticut College
PYWVD5TFHCN4,7929694.0,33,University of  Puget Sound
University of North Carolina at Wilmington,6987156.0,33,University of North Carolina at Wilmington
East Carolina University,5365289.0,33,East Carolina University
JWJCD6DL2C91,6195910.0,33,Hampshire College
EL7WF1KJ1BL8,460803.0,33,Optical Society of America
LNUBJQ26R2M5,19111071.0,33,University of Maryland Eastern Shore
F7UYJCNMJGA5,4767435.0,33,American Bar Foundation
KKW4W2TPS5N8,66947023.0,33,Museum of Science
NHV3GTWSALA7,12714123.0,33,Medical University of South Carolina
DRYZNRMCBKL6,7442057.0,33,"ATMOSPHERIC & SPACE TECHNOLOGY RESEARCH ASSOCIATES, L.L.C."
SMK9PCMKXED6,27385342.0,32,Institute for Systems Biology
D5S9JZ1KDP49,57960166.0,32,National Collegiate Inventors and Innovators Alliance
CMXGBGR1SAK1,6928775.0,32,Drake University
FSM5L96Q1RM3,8386865.0,32,Mote Marine Laboratory
MYBRQL7HA4T1,11516908.0,32,Coe College
Y9EYFJSLWXU8,17964910.0,32,Utah Valley University
VMYDF2TZHHB6,12813182.0,31,Christopher Newport University
CY9BGL4NJUP4,5482333.0,31,Evergreen State College
VCEDP1MAPF43,6498406.0,31,Association of American Geographers
NOAA,4445876.0,31,NOAA
MG5BM5RM42J9,10129195.0,31,"Rutgers, The State University of New Jersey-RBHS-Robert Wood"
YGSGAA2XKP71,10702129.0,31,St Joseph's University
PKK5TD16N4H1,26538906.0,30,"University of California, Office of the President, Oakland"
J2JFU2APCCY8,23008445.0,30,Northwest Indian College
KG76WYENL5K1,8942586.0,30,Northwestern University at Chicago
N9GLBGC6U6M1,22881160.0,30,New Mexico Highlands University
PF53FKHZST32,6001746.0,30,Lawrence Technological University
FNZFG585K6U3,12007189.0,30,"GLOBAL ATMOSPHERIC TECHNOLOGIES AND SCIENCES, INC."
TCMMHB95V224,10711453.0,30,SUNY College at Brockport
KP2SCPU3W6K9,5141275.0,30,Eastern Illinois University
PWSSQNG9W2C7,35147959.0,30,Twin Cities Public Television
UZUVJXMDNZY6,10211046.0,30,Central State University
CSSJGCRUZ9F3,8864465.0,30,Yeshiva University
HJY2D59E2AN5,3635385.0,29,United States Air Force Academy
JJKGF97BMBE1,9307842.0,29,Montana Technological University
Z1L7BKGEAGC7,6169089.0,29,Nova Southeastern University
LLFAXDBMYCB5,7761663.0,29,Western Carolina University
XAJBHWKLN6V7,9506732.0,29,CUNY Queensborough Community College
QCFYUC4AMFZ2,3809578.0,29,"Administrative Resource Center, Treasury Franchise Services"
Fellowships,2584995.0,29,Fellowships
FFBRJQ4X2B63,5289726.0,29,American Astronomical Society
NUSUNWWJWKJ7,7120601.0,29,Carnegie Institute
LXG4F9K8YZK5,14484505.0,29,University of Tennessee Institute of Agriculture
VKAPREANC226,9133020.0,29,SUNY College at Buffalo
WHXVFCB1F1E3,11050607.0,29,University of West Florida
D3ZVNXBL1DJ7,7228737.0,29,Bradley University
HVE6K4YS3B51,11025142.0,28,University of New England
SQ62WM5KNSV8,18517150.0,28,Kean University
SHLLJPJTZE45,20750067.0,28,Black Hills State University
RCHLJW4S5BC4,10281510.0,28,SUNY College at Geneseo
N6DAMDJXFJ65,6054125.0,28,Bentley University
L4XJEPDB3QJ9,6275647.0,28,University of Texas at Tyler
MSPWVMXXMN76,8759321.0,27,University of Texas Medical Branch at Galveston
N47JDKML6UT5,8780586.0,27,Marine Environmental Sciences Consortium
JJHCMK4NT5N3,14820066.0,27,Research Triangle Institute
V2LAZJTM2JM3,24889463.0,27,Maine Mathematics and Science Alliance
F125YU6SWK59,763040365.0,27,Battelle Memorial Institute
EARPJJ6CMFG7,8820034.0,27,University of Wisconsin-Platteville
Department of Interior,7733297.0,27,Department of Interior
DEPARTMENT OF STATE,3579506.0,27,DEPARTMENT OF STATE
D69GS8RKHG25,7761010.0,26,Salisbury University
MK5ANJVWVZK7,2895529.0,26,"TDA Research, Inc"
QL3XATN9H6L1,10391368.0,26,Eastern Washington University
WMZPBANV7E63,32882356.0,26,Navajo Technical University
W6YZCPTMFSD5,4167126.0,26,Augustana University Association
PS92FW9E6MR8,5520063.0,26,Providence College
University of Massachusetts Lowell Research Foundation,3493147.0,26,University of Massachusetts Lowell Research Foundation
University of California-San Francisco,9175385.0,26,University of California-San Francisco
UF3LV6W2W6K9,12835981.0,26,Louisiana State University Agricultural Center
KBTNGWV8WML7,7182119.0,26,SUNY College at Oneonta
NHBMUW819YE7,9111156.0,26,Pepperdine University
DZNGAULLMMZ3,7981177.0,26,University of Wisconsin-River Falls
DZEVBBTALUN4,35278120.0,26,Northeast Radio Observatory Corp
XHHLMNNVJ2H9,9544471.0,26,Texas A&M International University
ZAVDUCLBZG77,6540100.0,26,Weber State University
JE98DMNW8BK4,5384823.0,26,Radford University
CDAQNZCL6287,23357453.0,26,SUNY Polytechnic Institute
TDGUJ1WA4UJ9,10612480.0,26,Cleveland Clinic Foundation
CMBEL6LZ4MA5,18793201.0,26,University of Puerto Rico at Humacao
GS4HPMAP57Q5,27391435.0,26,University of Arkansas at Pine Bluff
FV5AVEGVTUE4,6735461.0,26,"Loyola University Maryland, Inc."
LRYDDL8NSAC4,8500148.0,26,Denver Museum of Nature and Science
CER1EMNQ1663,243300.0,26,Keystone Symposia on Molecular and Cellular Biology
F51NKQLSLHT4,7936538.0,26,Rhodes College
TKBVGF4WK5N5,6251455.0,26,"The Geological Society of America, Inc."
C1CPANL3EWK4,12365134.0,25,Beth Israel Deaconess Medical Center
VQ4WLNK4GN75,8148308.0,25,Department of Health & Human Services
Embry-Riddle Aeronautical University,5304425.0,25,Embry-Riddle Aeronautical University
G4KQDKZBL848,5035702.0,25,Dickinson College
UUUDTDHGF7H3,6084344.0,25,University of Portland
ZGJNCLDUKDR3,15805931.0,25,Seattle Pacific University
V7M9C3ZFCLS7,35371140.0,25,Consortium of Universities for the Advancement of Hydrologic Sci
JMF6A3MR7S99,5297550.0,25,Rancho Santa Ana Botanic Garden
HKWACGZ96DK5,13816253.0,25,Association of Public and Land-Grant Universities
TRMGFQWVM1N8,8284550.0,25,West Texas A&M University
VDFYLZPJEAV6,9506261.0,25,University of Arkansas Medical Sciences Campus
ME3EGKJW67P5,4932898.0,25,Minnesota State University Moorhead
SSLNDEA6SHT6,2967090.0,24,SUNY College at New Paltz
JTZXME2D71T5,5038579.0,24,Earthquake Engineering Research Institute
G595XDTMK443,15416772.0,24,Fort Lewis College
C6K4GK8PJYT4,5873635.0,24,University of Wisconsin-Stout
C8K8EGHC6CW9,5818776.0,24,Kettering University
South Dakota School of Mines and Technology,4667200.0,24,South Dakota School of Mines and Technology
SPACE SCIENCE INSTITUTE,10626986.0,24,SPACE SCIENCE INSTITUTE
PMVAL8J63516,4299974.0,24,"Lynntech, Inc"
E8VWJXMMUQ67,7043953.0,24,Medical College of Wisconsin
MKCWAN329CG4,451380.0,24,Association for the Advancement of Artificial Intelligence
CG2KX9QW56M9,5826963.0,24,NORTHERN KENTUCKY UNIVERSITY RESEARCH FOUNDATION (DO NOT USE)
ACQUISITION SERVICES DIRECTORATE NATIONAL BUSINESS CENTER,15855237.0,24,ACQUISITION SERVICES DIRECTORATE NATIONAL BUSINESS CENTER
Y2K4F9RPRRG7,7520658.0,24,Mayo Clinic Rochester
The University of Texas at Brownsville,10274283.0,24,The University of Texas at Brownsville
QMCKV4B31PG2,6483489.0,24,Saint John's University
KWTAB1GYM4L9,20444272.0,23,University of Puerto Rico Medical Sciences Campus
JKA4BD459953,7950418.0,23,William Paterson University
MEDFGQ5VLN71,45711617.0,23,Inter-American Institute for Global Change Research
QJ1NBA1JTPA3,13584210.0,23,St. Cloud State University
C3KXNLTAAY98,8579404.0,23,University of Texas Health Science Center San Antonio
Baylor University,2641388.0,23,Baylor University
HTMHV7AL9A86,4206395.0,23,Aerodyne Research Inc
QN6MS4VN7BD1,10799093.0,23,Brigham & Women's Hospital Inc
GYLUH9UXHDX5,7631930.0,23,Vanderbilt University Medical Center
Lamar University,3039308.0,23,Lamar University
VJQPUC5YLK87,18427606.0,23,CSUB Auxiliary for Sponsored Programs Administration
LGYHDDY8BCD7,7900509.0,23,Truman State University
GDM4E6DB2L75,15215800.0,23,CUNY Borough of Manhattan Community College
G4TUM6J1ZM24,6645586.0,23,College of the Holy Cross
G4R7QXFU4K65,5821495.0,23,Wabash College
SZN1MPHQN853,22097191.0,23,Educational Testing Service
MZPGESAJ9FV4,1954267.0,23,Sweet Briar College
N6NKKATPCLM1,5895818.0,23,Western Illinois University
VRHBNK3AB814,13357572.0,23,ETR Associates
F3GJXVP1L166,101884970.0,23,Louisiana Board of Regents
SN7KD2UK7GC5,22730604.0,23,Wake Forest University School of Medicine
GVUJLK6J3T55,856640.0,23,Semiconductor Research Corporation
University of Puerto Rico Mayaguez,2891101.0,23,University of Puerto Rico Mayaguez
Z1L9F1MM1RY3,13842965.0,23,Children's Hospital Corporation
EGTJJJPLRT11,12045038.0,23,American Indian Higher Education Consortium
E4Z2NUYUMHF9,5449437.0,23,Texas Tech University Health Science Center
NJRJLK7U5TH8,5947451.0,23,Earth and Space Research
ZJH6J31KU5C6,17758231.0,22,Dakota State University
HJ53DTC6EUA5,4076905.0,22,Saint Lawrence University
KB7KMZD3GF51,10671005.0,22,Stephen F. Austin State University
Oakland University,5851683.0,22,Oakland University
K69HFP3FKJ11,6412863.0,22,Eastern Kentucky University
G389MFAYJNG9,6054673.0,22,University of New Mexico Health Sciences Center
TX4RB7DSL6M4,29251074.0,22,Horizon Research Inc
RJXTFWKHANY8,3607567.0,22,Nokia of America Corporation
TVYWG7KY4XL8,8421955.0,22,University of Central Oklahoma
CDM5TJGLBED8,7283479.0,22,Wildlife Conservation Society
N5NUJNBQHMH6,8368902.0,22,Butler University
JEJGGM9MT7V9,13234464.0,22,Albany State University
HG6DW3FYVGN9,28558974.0,22,"Noble Research Institute, LLC"
VF3YXVWLNK74,5225495.0,22,SUNY College at Potsdam
J6QJVY8JCQH3,4657016.0,22,Western New England University
NLCUGE1K1C95,6960221.0,22,Juniata College
CMMFBJ2F9W56,4280603.0,22,Fairfield University
WKAUE7NHR4L1,6765401.0,22,SETI Institute
SJ72FRUKYQH4,14725353.0,22,Miami Dade College
LN53C9E23GH6,5960499.0,21,Northern Kentucky University
Q7KKMKT2ANN7,6156815.0,21,Planetary Science Institute
K1S6FCL25L23,7197321.0,21,American Sociological Assoc
Y14CPR31B6C3,4946067.0,21,Gonzaga University
Middle Tennessee State University,9199847.0,21,Middle Tennessee State University
CU3UNKJBXGM3,16459933.0,21,Council of Graduate Schools
College of Charleston,3044785.0,21,College of Charleston
Middlebury College,3543111.0,21,Middlebury College
VWQNND6KLQQ5,9471143.0,21,Central Connecticut State University
G7MQPLSUX1L4,6500692.0,21,The Children's Hospital of Philadelphia
NUT8PKD37ZH3,2200000.0,21,RESODYN CORPORATION
"World Technology Evaluation Center, Inc.",6422441.0,21,"World Technology Evaluation Center, Inc."
GAEMCP239DV9,752394.0,21,Oceanography Society
GJRVLJEK7H53,7890112.0,21,Ramapo College of New Jersey
FJQNLA23C6K1,8243429.0,21,Hendrix College
DKALSBYGYDU4,23232917.0,21,City College of San Francisco
JNQFZNMEYGB3,4687201.0,21,CUNY Medgar Evers College
F8THLJQSAF93,5007416.0,21,University of Miami School of Medicine
